<data for 2018>

499,6,848,11.62,13.76,8.76,156.5,17.7,-5.401,-4.892,1,2,15.04,1070.1
499,6,918,6.205,15.43,1.251,287,37.41,-5.001,-4.096,1,2,15.16,1280.3
499,6,948,4.062,10.84,1.668,27.77,46.67,-5.558,-6.304,1,2,15.22,1051.4
499,6,1018,13.61,15.43,11.68,170.4,4.707,-5.76,-4.684,1,2,15.29,1247.7
499,6,1048,13.29,15.01,11.68,306.8,5.145,-5.806,-4.594,1,2,15.33,1413.9
499,6,1118,11.03,14.18,9.17,28.89,6.401,-5.375,-4.562,1,2,15.4,1202.1
499,6,1148,10.83,12.93,4.587,207.6,13.6,-5.659,-8.03,1,2,15.49,1408.3
499,6,1218,6.997,11.26,1.251,332.8,19.14,-5.298,-4.323,1,2,15.58,1604.5
499,6,1248,9.6,13.76,2.085,93.1,19.02,-5.071,-4.115,1,2,15.62,1401
499,6,1318,6.322,11.68,1.668,62.92,13.78,-5.289,-4.476,1,2,15.69,1429.3
499,6,1348,3.937,7.92,1.668,147.6,47.74,-5.131,-3.993,1,2,15.71,1572.5
499,6,1418,5.638,11.68,1.668,157,41.76,-4.991,-5.862,1,2,15.74,1649.6
499,6,1448,8.07,12.51,2.502,165.1,24.22,-5.632,-4.456,1,2,15.76,1675.1
499,6,1518,7.26,12.09,.834,264.1,34.98,-5.84,-4.915,1,2,15.8,1851.4
499,6,1548,4.329,10.01,.417,267.1,58.1,-5.502,-4.74,1,2,15.85,1902.5
499,6,1618,2.844,7.51,.834,268.3,51.98,-5.233,-4.379,1,2,15.92,1964.8
499,6,1648,9.57,11.26,4.17,268.3,18.24,-5.655,-5.003,1,2,15.94,1973.8
499,6,1718,4.078,7.51,.417,266.1,48.49,-4.39,-3.745,1,2,15.98,2061.5
499,6,1748,5.071,9.17,1.668,273.2,26.15,-4.787,-3.709,1,2,16.05,2079.8
499,6,1818,8.49,11.26,3.336,274.2,12.96,-5.372,-4.436,1,2,16.12,2143.5
499,6,1848,3.044,6.672,.834,262.2,20.59,-3.885,-2.399,1,2,16.19,2160.3
